MakeCode,BodyStyleDescription,VFactsClass,FuelTypeDescription,EngineTypeDescription,GearNum,EngineSize,Cylinders,Power,PowerRPMTo,Torque,TorqueRPMTo,DoorNum,WheelBase,Height,Length,Width,KerbWeight,SeatCapacity,YearGroup,Sold_Date,KM,AverageKM,GoodKM,SaleCategory,Branch,BuildCountryOriginDescription,NewPrice,Sold_Amount,ColorGroup,Aging,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1798,4,100.0,6000.0,175.0,4400.0,4,2600.0,1475.0,4540.0,1760.0,1270.0,5.0,2008,2009-11-18 00:00:00.000,10575.0,230.0,140.0,Dealer Only Auction,Sunshine (VIC),JAPAN,22990.0,18800.0,indigo,1,12.0,10575.0,0.07874015748031496,0.1377952755905512
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3456,6,200.0,6200.0,336.0,4700.0,4,2775.0,1470.0,4825.0,1820.0,1590.0,5.0,2009,2011-08-24 00:00:00.000,65813.0,200.0,120.0,Auction,Rundles Wagga Wagga (NSW),AUSTRALIA,34990.0,15500.0,white,2,24.0,32906.5,0.12578616352201258,0.21132075471698114
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3984,6,195.0,6000.0,391.0,3250.0,4,2838.0,1453.0,4970.0,1868.0,1735.0,5.0,2009,2013-01-10 00:00:00.000,162006.0,200.0,120.0,Auction,Canberra (ACT),AUSTRALIA,42990.0,10750.0,gray,4,42.0,46287.42857142857,0.11239193083573487,0.22536023054755044
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3984,6,190.0,5250.0,383.0,2500.0,4,2829.0,1444.0,4916.0,1864.0,1683.0,5.0,2007,2009-02-17 00:00:00.000,71098.0,250.0,150.0,Auction,Sunshine (VIC),AUSTRALIA,46490.0,21500.0,orange,2,20.0,42658.799999999996,0.11289364230540701,0.22756981580510993
TOYO,Utility,Light Commercial,Diesel,Piston,5.0,2982,4,126.0,3600.0,343.0,3400.0,4,3085.0,1810.0,5130.0,1760.0,1745.0,5.0,2011,2015-06-18 00:00:00.000,101043.0,180.0,120.0,Auction,Canberra (ACT),THAILAND,44890.0,24000.0,white,4,48.0,25260.75,0.07220630372492837,0.19656160458452723
HYUN,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,5.0,1599,4,78.0,5800.0,144.0,3200.0,3,2455.0,1495.0,3825.0,1665.0,1093.0,5.0,2006,2008-01-30 00:00:00.000,45491.0,275.0,165.0,Auction,Geebung (QLD),SOUTH KOREA,14990.0,7900.0,gray,2,16.0,34118.25,0.07136322049405307,0.13174748398902103
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3456,6,200.0,6200.0,336.0,4700.0,4,2775.0,1470.0,4855.0,1825.0,1555.0,5.0,2013,2014-07-28 00:00:00.000,9415.0,100.0,60.0,Dealer Only Auction,Sunshine (VIC),AUSTRALIA,40990.0,22200.0,white,1,12.0,9415.0,0.12861736334405144,0.21607717041800642
HYUN,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,2493,6,127.0,6000.0,230.0,3750.0,4,2700.0,1410.0,4710.0,1815.0,1297.0,5.0,1998,2002-02-18 00:00:00.000,66851.0,475.0,285.0,Auction,Geebung (QLD),SOUTH KOREA,26990.0,10000.0,green,4,38.0,21110.84210526316,0.09791827293754819,0.17733230531996916
FORD,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,5,2842.0,1714.0,4856.0,1898.0,2000.0,5.0,2007,2009-02-24 00:00:00.000,40869.0,250.0,150.0,Auction,Sunshine (VIC),AUSTRALIA,43990.0,25500.0,white,2,20.0,24521.399999999998,0.095,0.1915
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2362,4,125.0,6000.0,224.0,4000.0,5,2660.0,1695.0,4625.0,1815.0,1585.0,5.0,2009,2012-07-18 00:00:00.000,90505.0,200.0,120.0,Dealer Only Auction,Geebung (QLD),JAPAN,35490.0,16000.0,black,3,36.0,30168.333333333332,0.07886435331230283,0.14132492113564668
NISS,Cab Chassis,Light Commercial,Diesel,Piston,5.0,4169,6,114.0,3600.0,330.0,2000.0,2,2970.0,1875.0,4885.0,1930.0,2030.0,2.0,1999,2006-09-18 00:00:00.000,297782.0,450.0,270.0,Auction,Geebung (QLD),JAPAN,52080.0,8000.0,white,7,84.0,42540.28571428572,0.0561576354679803,0.1625615763546798
NISS,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,1769,4,92.0,5600.0,161.0,4400.0,4,2535.0,1445.0,4470.0,1695.0,1200.0,5.0,2001,2002-05-15 00:00:00.000,33444.0,400.0,240.0,Auction,Belmore (NSW),JAPAN,21690.0,15800.0,gray,1,12.0,33444.0,0.07666666666666666,0.13416666666666666
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1547.0,5.0,2000,2004-04-19 00:00:00.000,104449.0,425.0,255.0,Auction,Adelaide (SA),AUSTRALIA,29030.0,13300.0,indigo,4,48.0,26112.25,0.09502262443438914,0.1965093729799612
TOYO,Liftback,Passenger,Petrol - Unleaded ULP,Piston - Electric,1.0,1497,4,57.0,5000.0,115.0,4200.0,5,2700.0,1490.0,4445.0,1725.0,1295.0,5.0,2007,2011-01-29 00:00:00.000,123501.0,250.0,150.0,Fixed Price,Adelaide (SA),JAPAN,46900.0,14253.0,gray,4,40.0,37050.299999999996,0.044015444015444015,0.0888030888030888
TOYO,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1497,4,80.0,6000.0,141.0,4200.0,5,2510.0,1510.0,3885.0,1695.0,1055.0,5.0,2013,2015-01-21 00:00:00.000,18691.0,100.0,60.0,Dealer Only Auction,Sunshine (VIC),JAPAN,18990.0,15000.0,blue,2,14.0,16020.857142857141,0.07582938388625593,0.13364928909952606
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,5,2938.0,1545.0,5042.0,1847.0,1597.0,5.0,1999,2000-07-03 00:00:00.000,16476.0,450.0,270.0,Auction,Belmore (NSW),AUSTRALIA,32340.0,24600.0,orange,1,12.0,16476.0,0.09204758922980588,0.19035691922354414
FORD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,5,2921.0,1483.0,5053.0,1863.0,1686.0,5.0,2006,2009-02-28 00:00:00.000,35384.0,275.0,165.0,Special Fixed Price,Hobart (TAS),AUSTRALIA,37610.0,15120.0,blue,3,32.0,13269.0,0.11269276393831554,0.22716488730723605
TOYO,Utility,Light Commercial,Diesel,Piston,5.0,2982,4,126.0,3600.0,343.0,3400.0,4,3085.0,1695.0,5130.0,1760.0,1665.0,5.0,2006,2013-02-11 00:00:00.000,82390.0,330.0,220.0,Auction,Geebung (QLD),THAILAND,35590.0,11000.0,white,7,75.0,13182.4,0.07567567567567568,0.206006006006006
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2731.0,1403.0,4861.0,1794.0,1409.0,5.0,1996,2000-10-05 00:00:00.000,259708.0,525.0,315.0,Auction,Newcastle (NSW),AUSTRALIA,29610.0,6400.0,white,4,48.0,64927.0,0.10432931156848829,0.2157558552164656
TOYO,Van,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,1781,4,56.0,4800.0,142.0,2800.0,4,2715.0,1890.0,4435.0,1695.0,1206.0,2.0,2001,2007-07-23 00:00:00.000,129844.0,480.0,320.0,Auction,Adelaide (SA),JAPAN,27490.0,10300.0,white,6,68.0,22913.647058823528,0.04643449419568822,0.11774461028192372
HYUN,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,2359,4,148.0,6300.0,250.0,4250.0,4,2795.0,1470.0,4820.0,1835.0,1528.0,5.0,2011,2014-07-10 00:00:00.000,82799.0,150.0,90.0,Auction,Tamworth (NSW),SOUTH KOREA,31090.0,10600.0,gray,3,36.0,27599.666666666668,0.0968586387434555,0.16361256544502617
TOYO,Wagon,SUV,Diesel,Piston,5.0,4461,8,151.0,3400.0,430.0,3200.0,5,2730.0,1955.0,4870.0,1790.0,2230.0,5.0,2010,2014-02-18 00:00:00.000,60804.0,210.0,140.0,Auction,Townsville (QLD),JAPAN,59140.0,30250.0,white,4,42.0,17372.571428571428,0.06771300448430494,0.19282511210762332
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,3565,6,190.0,6500.0,340.0,3200.0,4,2789.0,1440.0,4876.0,1842.0,1592.0,5.0,2004,2006-11-09 00:00:00.000,39516.0,325.0,195.0,Auction,Darwin (NT),AUSTRALIA,38990.0,19700.0,gray,2,24.0,19758.0,0.11934673366834171,0.2135678391959799
NISS,Wagon,SUV,Diesel,Piston,4.0,2953,4,118.0,3600.0,354.0,2000.0,5,2970.0,1855.0,5050.0,1940.0,2420.0,7.0,2008,2012-06-15 00:00:00.000,133626.0,230.0,140.0,Special Fixed Price,Balcatta (WA),JAPAN,55240.0,30770.0,white,4,48.0,33406.5,0.048760330578512395,0.14628099173553719
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3984,6,270.0,5250.0,533.0,4750.0,4,2838.0,1453.0,4970.0,1868.0,1773.0,5.0,2009,2011-05-10 00:00:00.000,48636.0,200.0,120.0,Auction,Sunshine (VIC),AUSTRALIA,49990.0,27400.0,violet,2,24.0,24318.0,0.15228426395939088,0.30062041737168643
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,2362,4,117.0,5700.0,218.0,4000.0,4,2775.0,1480.0,4815.0,1820.0,1500.0,5.0,2007,2011-09-02 00:00:00.000,106873.0,250.0,150.0,Pickles Online,Adelaide (SA),AUSTRALIA,29500.0,10000.0,white,4,48.0,26718.25,0.078,0.14533333333333334
NISS,Utility,Light Commercial,Diesel,Piston,5.0,2953,4,110.0,3400.0,314.0,2000.0,4,2950.0,1700.0,5080.0,1825.0,1895.0,5.0,2005,2007-06-05 00:00:00.000,64026.0,360.0,240.0,Auction,Hobart (TAS),JAPAN,41790.0,28600.0,gray,2,24.0,32013.0,0.05804749340369393,0.16569920844327177
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2731.0,1403.0,4861.0,1794.0,1468.0,5.0,1996,2002-12-16 00:00:00.000,232275.0,525.0,315.0,Auction,Newcastle (NSW),AUSTRALIA,33310.0,5000.0,white,6,72.0,38712.5,0.10013623978201634,0.20708446866485014
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1551.0,5.0,1999,2000-04-10 00:00:00.000,20333.0,450.0,270.0,Auction,Belmore (NSW),AUSTRALIA,30500.0,22600.0,gray,1,12.0,20333.0,0.09477756286266925,0.19600257898130238
MITS,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,1999,4,95.0,5500.0,177.0,4500.0,5,2450.0,1700.0,4030.0,1680.0,1330.0,5.0,2002,2008-06-17 00:00:00.000,105426.0,375.0,225.0,Auction,Tullamarine (VIC),JAPAN,31990.0,7000.0,gray,6,70.0,18073.02857142857,0.07142857142857142,0.1330827067669173
HOLD,Sedan,Passenger,Petrol or LPG (Dual),Piston,4.0,3565,6,180.0,6000.0,330.0,2600.0,4,2915.0,1476.0,4894.0,1899.0,1583.274504508248,5.0,2007,2013-08-28 00:00:00.000,268253.0,250.0,150.0,Auction,Belmore (NSW),AUSTRALIA,38390.0,4750.0,white,6,72.0,44708.833333333336,0.11368843462549567,0.20842879681340873
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,2164,4,95.0,5200.0,187.0,4400.0,4,2670.0,1420.0,4755.0,1780.0,1350.0,5.0,1997,2000-01-11 00:00:00.000,34717.0,500.0,300.0,Auction,Hobart (TAS),AUSTRALIA,24750.0,15600.0,blue,3,25.0,16664.16,0.07037037037037037,0.1385185185185185
TOYO,Bus,Light Commercial,Diesel,Piston,4.0,2982,4,100.0,3400.0,300.0,2400.0,4,3110.0,2285.0,5380.0,1880.0,2170.0,14.0,2011,2014-03-11 00:00:00.000,18130.0,180.0,120.0,Pickles Online,Geebung (QLD),JAPAN,59040.0,36500.0,white,3,26.0,8367.692307692309,0.04608294930875576,0.1382488479262673
PEUG,Hatchback,Passenger,Petrol - Premium ULP,Piston,5.0,1598,4,88.0,6000.0,160.0,4250.0,5,2540.0,1472.0,4030.0,1748.0,1231.0,5.0,2008,2011-09-22 00:00:00.000,41189.0,230.0,140.0,Auction,Darwin (NT),FRANCE,24990.0,14000.0,gray,3,27.0,18306.222222222223,0.07148659626320066,0.12997562956945571
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston - Electric,1.0,2362,4,110.0,6000.0,187.0,4400.0,4,2775.0,1480.0,4815.0,1820.0,1645.0,5.0,2011,2014-02-11 00:00:00.000,87125.0,150.0,90.0,Auction,Sunshine (VIC),AUSTRALIA,39990.0,15750.0,indigo,3,36.0,29041.666666666668,0.0668693009118541,0.11367781155015197
MERC,Sedan,Passenger,Petrol - Premium ULP,Piston,7.0,3498,6,200.0,6000.0,350.0,5000.0,4,3035.0,1473.0,5076.0,1871.0,1880.0,5.0,2007,2013-08-05 00:00:00.000,53212.0,180.0,100.0,Auction,Belmore (NSW),GERMANY,187900.0,58000.0,gray,6,72.0,8868.666666666666,0.10638297872340426,0.18617021276595744
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,6.0,2997,6,190.0,6700.0,290.0,2900.0,5,2915.0,1476.0,4897.0,1899.0,1766.0,5.0,2011,2015-03-25 00:00:00.000,118626.0,150.0,90.0,Dealer Only Auction,Belmore (NSW),AUSTRALIA,41990.0,12588.0,indigo,4,47.0,30287.48936170213,0.10758776896942242,0.16421291053227632
HOLD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3565,6,157.0,5300.0,313.0,2800.0,4,3050.0,1640.0,4900.0,1720.0,1794.0,5.0,2007,2011-12-06 00:00:00.000,164428.0,300.0,200.0,Auction,Sunshine (VIC),THAILAND,36490.0,10000.0,white,4,48.0,41107.0,0.0875139353400223,0.17447045707915274
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,5,2822.0,1422.0,4903.0,1794.0,1454.0,5.0,1995,2000-03-16 00:00:00.000,121714.0,550.0,330.0,Auction,Newcastle (NSW),AUSTRALIA,30620.0,12400.0,white,5,58.0,25182.206896551725,0.10110041265474554,0.20907840440165062
SUBA,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2498,4,126.0,5800.0,235.0,4100.0,5,2615.0,1700.0,4560.0,1795.0,1450.0,5.0,2011,2015-11-25 00:00:00.000,113988.0,150.0,90.0,Auction,Belmore (NSW),JAPAN,32990.0,11700.0,gray,4,48.0,28497.0,0.08689655172413793,0.16206896551724137
VOLV,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2922,6,200.0,5200.0,380.0,1800.0,5,2857.0,1784.0,4798.0,1898.0,2101.0,7.0,2005,2013-03-11 00:00:00.000,101011.0,220.0,120.0,Pickles Online,Belmore (NSW),SWEDEN,79950.0,12050.0,black,8,92.0,13175.347826086956,0.09519276534983341,0.1808662541646835
TOYO,Wagon,SUV,Diesel,Piston,6.0,2982,4,127.0,3400.0,410.0,2800.0,5,2790.0,1850.0,4810.0,1790.0,1980.0,5.0,2009,2013-08-07 00:00:00.000,118023.0,200.0,120.0,Auction,Newcastle (NSW),JAPAN,48600.0,24000.0,white,4,48.0,29505.75,0.06414141414141414,0.20707070707070707
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3984,6,195.0,6000.0,391.0,3250.0,4,2838.0,1433.0,4967.0,1868.0,1756.0,5.0,2013,2014-12-30 00:00:00.000,37436.0,100.0,60.0,Fixed Price,Belmore (NSW),AUSTRALIA,46735.0,24390.0,red,1,12.0,37436.0,0.11104783599088838,0.22266514806378132
HOLD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,5.0,3791,6,147.0,5200.0,304.0,3600.0,5,2822.0,1422.0,4903.0,1794.0,1421.0,5.0,1996,2004-11-29 00:00:00.000,208180.0,525.0,315.0,Auction,Geebung (QLD),AUSTRALIA,30670.0,5000.0,white,8,96.0,26022.5,0.10344827586206896,0.2139338494018297
TOYO,Van,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,2694,4,111.0,4800.0,241.0,3800.0,4,2570.0,1980.0,4695.0,1695.0,1665.0,3.0,2008,2013-01-18 00:00:00.000,81977.0,270.0,180.0,Fixed Price,Balcatta (WA),JAPAN,35490.0,21280.0,white,5,48.0,20494.25,0.06666666666666667,0.14474474474474475
TOYO,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,141.0,5200.0,279.0,4400.0,5,2670.0,1450.0,4775.0,1780.0,1495.0,5.0,2000,2008-05-28 00:00:00.000,204769.0,425.0,255.0,Auction,Newcastle (NSW),AUSTRALIA,30753.0,6100.0,yellow,8,90.0,27302.533333333333,0.09431438127090301,0.1866220735785953
FORD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,2,3096.0,1517.0,5077.0,1871.0,1700.0,3.0,2005,2007-07-03 00:00:00.000,42610.0,360.0,240.0,Auction,Hobart (TAS),AUSTRALIA,28090.0,15200.0,white,2,24.0,21305.0,0.10705882352941176,0.2235294117647059
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1425.0,4891.0,1842.0,1526.0,5.0,2003,2011-05-05 00:00:00.000,147725.0,350.0,210.0,Auction,Balcatta (WA),AUSTRALIA,32100.0,5000.0,white,8,95.0,18660.0,0.09960681520314547,0.1998689384010485
TOYO,Utility,Light Commercial,Diesel,Piston,5.0,2982,4,126.0,3600.0,360.0,3200.0,4,3085.0,1860.0,5135.0,1760.0,1940.0,5.0,2014,2015-07-08 00:00:00.000,27985.0,90.0,60.0,Dealer Only Auction,Sunshine (VIC),THAILAND,45240.0,34000.0,gray,1,12.0,27985.0,0.06494845360824743,0.18556701030927836
LEXU,Wagon,SUV,Petrol - Unleaded ULP,Piston,5.0,3456,6,203.0,6200.0,341.0,4700.0,5,2715.0,1735.0,4740.0,1845.0,1817.0,5.0,2007,2014-06-26 00:00:00.000,121082.0,180.0,100.0,Auction,Sunshine (VIC),JAPAN,84100.0,18500.0,gray,7,84.0,17297.428571428572,0.11172261970280682,0.18767198679141442
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,4,2829.0,1444.0,4916.0,1864.0,1656.0,5.0,2004,2006-03-20 00:00:00.000,18040.0,325.0,195.0,Auction,Geebung (QLD),AUSTRALIA,42570.0,19000.0,blue,2,19.0,11393.684210526317,0.10990338164251208,0.22946859903381642
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2362,4,112.0,5600.0,218.0,4000.0,4,2720.0,1490.0,4805.0,1795.0,1415.0,5.0,2004,2008-09-02 00:00:00.000,75392.0,325.0,195.0,Auction,Balcatta (WA),AUSTRALIA,28790.0,11000.0,white,4,47.0,19249.021276595744,0.07915194346289753,0.15406360424028268
AUDI,Sedan,Passenger,Petrol - Premium ULP,Piston,7.0,1984,4,155.0,6000.0,350.0,4200.0,4,2808.0,1427.0,4703.0,1826.0,1540.0,5.0,2011,2013-07-30 00:00:00.000,13357.0,110.0,60.0,Auction,Sunshine (VIC),GERMANY,72500.0,39750.0,black,2,24.0,6678.5,0.10064935064935066,0.22727272727272727
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,175.0,6000.0,320.0,2800.0,4,2789.0,1440.0,4876.0,1842.0,1568.0,5.0,2005,2008-02-22 00:00:00.000,55082.0,300.0,180.0,Special Fixed Price,Belmore (NSW),AUSTRALIA,33650.0,16500.0,indigo,3,27.0,24480.88888888889,0.11160714285714286,0.20408163265306123
TOYO,Cab Chassis,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,2694,4,118.0,5200.0,241.0,3800.0,2,3085.0,1680.0,4975.0,1760.0,1450.0,3.0,2006,2009-12-02 00:00:00.000,25543.0,330.0,220.0,Auction,Rundles Wagga Wagga (NSW),THAILAND,17990.0,16200.0,white,3,36.0,8514.333333333334,0.08137931034482758,0.16620689655172413
HOLD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3565,6,157.0,5300.0,313.0,2800.0,4,3050.0,1735.0,4900.0,1800.0,1792.0,5.0,2007,2010-09-20 00:00:00.000,86200.0,300.0,200.0,Auction,Geebung (QLD),THAILAND,41990.0,17250.0,black,3,36.0,28733.333333333332,0.08761160714285714,0.17466517857142858
TOYO,Utility,Light Commercial,Diesel,Piston,5.0,2982,4,126.0,3600.0,343.0,3400.0,4,3085.0,1695.0,5130.0,1760.0,1680.0,5.0,2009,2010-11-11 00:00:00.000,68102.0,240.0,160.0,Auction,Darwin (NT),THAILAND,35690.0,22750.0,white,1,12.0,68102.0,0.075,0.20416666666666666
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1798,4,100.0,6000.0,175.0,4400.0,4,2600.0,1475.0,4540.0,1760.0,1270.0,5.0,2008,2010-05-19 00:00:00.000,24993.0,230.0,140.0,Auction,Newcastle (NSW),JAPAN,22990.0,16800.0,white,2,24.0,12496.5,0.07874015748031496,0.1377952755905512
MERC,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,2397,6,125.0,5900.0,225.0,5000.0,4,2833.0,1440.0,4818.0,1799.0,1500.0,5.0,1998,2000-01-17 00:00:00.000,13261.0,360.0,190.0,Auction,Belmore (NSW),GERMANY,98500.0,82500.0,gray,2,14.0,11366.571428571428,0.08333333333333333,0.15
JAGU,Sedan,Passenger,Petrol - Premium ULP,Piston,5.0,3996,8,209.0,6100.0,390.0,4300.0,4,2909.0,1444.0,4861.0,1819.0,1719.0,5.0,2000,2013-11-04 00:00:00.000,170791.0,320.0,170.0,Pickles Online,Belmore (NSW),UNITED KINGDOM,112000.0,6050.0,gray,13,156.0,13137.76923076923,0.12158231529959279,0.2268760907504363
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1497,4,80.0,6000.0,141.0,4200.0,4,2550.0,1460.0,4300.0,1690.0,1070.0,5.0,2008,2009-07-15 00:00:00.000,40932.0,230.0,140.0,Dealer Only Auction,Balcatta (WA),JAPAN,19490.0,15750.0,blue,1,12.0,40932.0,0.07476635514018691,0.13177570093457944
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,180.0,6000.0,330.0,2600.0,4,2915.0,1476.0,4894.0,1899.0,1705.0,5.0,2007,2011-05-10 00:00:00.000,102361.0,250.0,150.0,Auction,Sunshine (VIC),AUSTRALIA,39990.0,14100.0,yellow,4,48.0,25590.25,0.10557184750733138,0.1935483870967742
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,141.0,5200.0,279.0,4400.0,4,2670.0,1420.0,4760.0,1785.0,1462.0,5.0,1998,2000-06-13 00:00:00.000,45007.0,475.0,285.0,Auction,Belmore (NSW),AUSTRALIA,38000.0,24400.0,indigo,2,24.0,22503.5,0.09644322845417237,0.1908344733242134
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1450.0,4891.0,1842.0,1526.0,5.0,2002,2005-05-24 00:00:00.000,115791.0,375.0,225.0,Auction,Balcatta (WA),AUSTRALIA,37510.0,13300.0,yellow,3,36.0,38597.0,0.09960681520314547,0.1998689384010485
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2164,4,93.0,5200.0,189.0,4400.0,4,2620.0,1400.0,4725.0,1770.0,1300.0,5.0,1993,2000-06-07 00:00:00.000,154598.0,600.0,360.0,Auction,Belmore (NSW),AUSTRALIA,25760.0,8600.0,red,7,84.0,22085.428571428572,0.07153846153846154,0.1453846153846154
MITS,Cab Chassis,Light Commercial,Diesel,Piston,4.0,2477,4,100.0,3800.0,314.0,2000.0,2,3000.0,1775.0,5030.0,1750.0,1562.0,2.0,2009,2012-01-05 00:00:00.000,35139.0,240.0,160.0,Auction,Sunshine (VIC),THAILAND,26990.0,16500.0,gray,3,34.0,12402.0,0.06402048655569782,0.20102432778489115
MERC,Sedan,Passenger,Petrol - Premium ULP,Piston,5.0,1796,4,120.0,5500.0,240.0,4000.0,4,2854.0,1450.0,4818.0,1822.0,1570.0,5.0,2005,2011-10-26 00:00:00.000,105021.0,220.0,120.0,Auction,Geebung (QLD),GERMANY,89100.0,26800.0,black,6,72.0,17503.5,0.07643312101910828,0.15286624203821655
MITS,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3497,6,147.0,5000.0,300.0,4000.0,4,2722.0,1435.0,4787.0,1785.0,1458.0,5.0,1999,2001-05-08 00:00:00.000,12631.0,450.0,270.0,Auction,Geebung (QLD),AUSTRALIA,34840.0,20200.0,gray,2,20.0,7578.599999999999,0.10082304526748971,0.205761316872428
HOLD,Sedan,Passenger,Diesel,Piston,6.0,1991,4,110.0,4000.0,320.0,2000.0,4,2685.0,1477.0,4597.0,1788.0,1583.274504508248,5.0,2010,2014-03-10 00:00:00.000,43048.0,180.0,110.0,Auction,Belmore (NSW),SOUTH KOREA,29990.0,12000.0,gray,4,43.0,12013.395348837208,0.06947626560446958,0.20211277266754787
TOYO,Cab Chassis,Light Commercial,Diesel,Piston,5.0,4164,6,96.0,3800.0,285.0,2200.0,2,3180.0,1970.0,5075.0,1690.0,2030.0,3.0,2005,2009-04-07 00:00:00.000,70524.0,360.0,240.0,Auction,Balcatta (WA),JAPAN,48670.0,23800.0,white,4,44.0,19233.818181818184,0.04729064039408867,0.14039408866995073
FORD,Hatchback,Passenger,Petrol - Premium ULP,Piston,4.0,1999,4,107.0,6000.0,185.0,4500.0,5,2640.0,1497.0,4342.0,1840.0,1294.0,5.0,2007,2011-01-18 00:00:00.000,68664.0,250.0,150.0,Auction,Sunshine (VIC),SOUTH AFRICA,26990.0,12600.0,black,4,40.0,20599.2,0.08268933539412673,0.14296754250386398
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,5.0,3456,6,201.0,6200.0,337.0,4700.0,5,2790.0,1730.0,4690.0,1825.0,1930.0,5.0,2011,2014-05-12 00:00:00.000,135474.0,150.0,90.0,Auction,Geebung (QLD),JAPAN,44490.0,15500.0,white,3,36.0,45158.0,0.10414507772020726,0.17461139896373057
SUBA,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,1995,4,110.0,6200.0,235.0,4100.0,5,2635.0,1615.0,4450.0,1780.0,1445.0,5.0,2012,2014-08-13 00:00:00.000,45997.0,130.0,80.0,Dealer Only Auction,Sunshine (VIC),JAPAN,36990.0,24810.0,black,2,24.0,22998.5,0.07612456747404844,0.16262975778546712
TOYO,Van,Light Commercial,Diesel,Piston,5.0,2494,4,75.0,3600.0,260.0,2400.0,4,2570.0,1980.0,4695.0,1695.0,1766.0,3.0,2006,2011-02-02 00:00:00.000,125831.0,330.0,220.0,Auction,Belmore (NSW),JAPAN,34400.0,22000.0,white,5,60.0,25166.2,0.04246885617214043,0.14722536806342015
